id_cliente,nome,cidade,estado,plano,valor_mensal,data_adesao,status
1447,João Gabriel Castro,Vargas,SP,Basico,39.9,2026-01-13,Ativo
1448,Brenda Monteiro,Brito,SP,Premium,89.9,2026-01-13,Churn
1449,Enzo Fogaça,Aragão,PI,Essencial,59.9,2026-01-13,Ativo
1450,Stephany Cavalcanti,Novais,SC,Essencial,59.9,2026-01-13,Ativo
1451,Sra. Bianca Machado,Casa Grande de Macedo,SC,Essencial,59.9,2026-01-13,Ativo
1452,Sra. Maria Melo,Souza da Serra,RJ,Basico,39.9,2026-01-13,Ativo
1453,Emanuel Correia,Cavalcante,SP,Essencial,59.9,2026-01-13,Ativo
1454,Anthony Gabriel Cavalcanti,Sousa,SE,Essencial,59.9,2026-01-13,Churn
1455,Laís Viana,Freitas,MT,Premium,89.9,2026-01-13,Ativo
1456,Srta. Julia Costa,da Rosa,SP,Premium,89.9,2026-01-13,Ativo
1457,Srta. Maria Vitória Cavalcanti,Correia,MT,Essencial,59.9,2026-01-13,Ativo
1458,Levi Sales,Gonçalves da Praia,AP,Essencial,59.9,2026-01-13,Ativo
1459,Maria Eduarda da Rocha,Almeida,SE,Basico,39.9,2026-01-13,Ativo
1460,Dr. Pietro das Neves,Nunes,MG,Premium,89.9,2026-01-13,Ativo
1461,Mariana Moraes,Sá,DF,Essencial,59.9,2026-01-13,Ativo
1462,Alexia da Paz,Moraes de Goiás,MS,Premium,89.9,2026-01-13,Ativo
1463,Sr. Cauê Duarte,da Luz,TO,Basico,39.9,2026-01-13,Ativo
1464,Dra. Sophia Sá,Sá da Mata,AP,Essencial,59.9,2026-01-13,Ativo
1465,Luiz Felipe da Mata,Silveira,PA,Essencial,59.9,2026-01-13,Ativo
1466,Vicente Barros,Monteiro,BA,Basico,39.9,2026-01-13,Ativo
1467,Alexia Ramos,das Neves,CE,Basico,39.9,2026-01-13,Ativo
1468,Dr. Gustavo Fonseca,da Luz de Porto,SC,Essencial,59.9,2026-01-13,Ativo
1469,Agatha Brito,Camargo,MG,Essencial,59.9,2026-01-13,Ativo
1470,Sophia Novais,Fernandes,RS,Premium,89.9,2026-01-13,Ativo
1471,Lorena Guerra,Ferreira,MA,Basico,39.9,2026-01-13,Ativo
1472,Maria Laura Barros,Peixoto,GO,Essencial,59.9,2026-01-13,Ativo
1473,Ana Lívia Nunes,Nunes do Campo,PI,Essencial,59.9,2026-01-13,Churn
1474,Dr. Benício Vasconcelos,Freitas,CE,Basico,39.9,2026-01-13,Ativo
1475,Dante Costa,Nunes das Pedras,AL,Premium,89.9,2026-01-13,Ativo
1476,Kevin Fogaça,das Neves do Amparo,SE,Essencial,59.9,2026-01-13,Ativo
1477,Pedro Henrique Almeida,da Cunha da Prata,PA,Premium,89.9,2026-01-13,Ativo
1478,Nathan Souza,Santos,AM,Premium,89.9,2026-01-13,Ativo
1479,Mariah Sampaio,Mendes do Campo,RS,Basico,39.9,2026-01-13,Ativo
1480,Dr. Benjamim Azevedo,da Costa de Sousa,RR,Basico,39.9,2026-01-13,Ativo
1481,Yago Lopes,Pimenta das Flores,MA,Essencial,59.9,2026-01-13,Ativo
1482,Vitor Siqueira,Andrade,PR,Essencial,59.9,2026-01-13,Ativo
1483,Dr. Ryan da Paz,da Conceição,AC,Basico,39.9,2026-01-13,Churn
1484,Srta. Giovanna Novais,Dias do Amparo,RJ,Basico,39.9,2026-01-13,Ativo
1485,Emanuelly Cavalcante,Pastor,AM,Essencial,59.9,2026-01-13,Churn
1486,Caio Nunes,Azevedo Grande,PR,Basico,39.9,2026-01-13,Ativo
1487,Vicente Rocha,Sá,TO,Basico,39.9,2026-01-13,Ativo
1488,Bianca da Cunha,Abreu de Minas,RJ,Basico,39.9,2026-01-13,Ativo
1489,Pedro Câmara,Dias da Mata,PE,Premium,89.9,2026-01-13,Ativo
1490,Alícia Moreira,da Mata Verde,GO,Basico,39.9,2026-01-13,Ativo
1491,Luiz Henrique Novaes,Costa do Galho,DF,Essencial,59.9,2026-01-13,Ativo
1492,Henrique Monteiro,Fonseca,PE,Premium,89.9,2026-01-13,Ativo
1493,Luiz Felipe Caldeira,Peixoto da Mata,AP,Essencial,59.9,2026-01-13,Ativo
1494,Sarah Leão,Cunha da Prata,AL,Premium,89.9,2026-01-13,Ativo
1495,Stella da Rocha,Pimenta Verde,MG,Basico,39.9,2026-01-13,Ativo
1496,Antonella Montenegro,Santos,GO,Essencial,59.9,2026-01-13,Ativo
1497,Eloah Nascimento,Martins,RO,Premium,89.9,2026-01-13,Ativo
1498,Maria Vitória Aragão,Rodrigues do Sul,AP,Essencial,59.9,2026-01-13,Ativo
1499,Ana Laura Nascimento,da Cruz,PB,Essencial,59.9,2026-01-13,Ativo
1500,Pietro Lima,Melo de Sá,RJ,Basico,39.9,2026-01-13,Churn
1501,Dr. Diego Pastor,Pimenta da Mata,SP,Premium,89.9,2026-01-13,Ativo
1502,Alexandre Lima,da Rosa,SC,Premium,89.9,2026-01-13,Ativo
1503,Giovanna Barbosa,Leão,RO,Premium,89.9,2026-01-13,Ativo
1504,Luiz Felipe Viana,Fogaça,AP,Premium,89.9,2026-01-13,Ativo
1505,Srta. Larissa Aparecida,Duarte do Norte,PB,Essencial,59.9,2026-01-13,Churn
1506,Luiz Fernando Sales,Correia da Serra,MG,Basico,39.9,2026-01-13,Ativo
1507,André Santos,da Paz das Pedras,RR,Basico,39.9,2026-01-13,Ativo
1508,Yuri Andrade,Fogaça de Monteiro,DF,Premium,89.9,2026-01-13,Ativo
1509,Sr. Leandro das Neves,Pacheco do Norte,PI,Essencial,59.9,2026-01-13,Ativo
1510,Catarina Martins,Pereira Grande,DF,Basico,39.9,2026-01-13,Churn
1511,João Guilherme Abreu,Martins do Oeste,AL,Essencial,59.9,2026-01-13,Ativo
1512,Dante da Paz,Sales da Prata,SP,Basico,39.9,2026-01-13,Ativo
1513,Alexia Fogaça,da Conceição da Serra,TO,Premium,89.9,2026-01-13,Ativo
1514,Pietro Almeida,Costa,RR,Premium,89.9,2026-01-13,Ativo
1515,Laís Costela,Azevedo,RS,Premium,89.9,2026-01-13,Ativo
1516,Davi Lucas Camargo,Viana do Oeste,RN,Basico,39.9,2026-01-13,Ativo
1517,Rodrigo Pinto,Ferreira do Campo,TO,Premium,89.9,2026-01-13,Ativo
1518,Dr. Diogo Macedo,Gonçalves,SC,Premium,89.9,2026-01-13,Churn
1519,Carolina da Mata,Jesus do Oeste,RS,Essencial,59.9,2026-01-13,Ativo
1520,Sabrina Barbosa,da Rocha,SP,Basico,39.9,2026-01-13,Churn
1521,Breno Brito,Oliveira,PR,Essencial,59.9,2026-01-13,Churn
1522,Pietra Ribeiro,Araújo,SE,Essencial,59.9,2026-01-13,Ativo
1523,Antony da Rocha,Pereira da Serra,RS,Premium,89.9,2026-01-13,Ativo
1524,Mathias Porto,Costela,AM,Essencial,59.9,2026-01-13,Ativo
1525,Rodrigo Sampaio,Sampaio do Campo,ES,Basico,39.9,2026-01-13,Ativo
1526,Paulo Pimenta,Cavalcanti de Duarte,AM,Basico,39.9,2026-01-13,Ativo
1527,Sophie Cardoso,Garcia,RR,Basico,39.9,2026-01-13,Ativo
1528,Cauê Garcia,Nascimento,SC,Premium,89.9,2026-01-13,Churn
1529,José Miguel da Rocha,Vasconcelos,SP,Premium,89.9,2026-01-13,Ativo
1530,Vitor Gabriel Ferreira,Almeida,AC,Premium,89.9,2026-01-13,Ativo
1531,Levi Barbosa,da Luz,PR,Essencial,59.9,2026-01-13,Ativo
1532,Yuri Correia,Campos do Campo,AC,Essencial,59.9,2026-01-13,Ativo
1533,Eduardo Pinto,Teixeira,SP,Basico,39.9,2026-01-13,Churn
1534,Ana Cecília Campos,Sales da Mata,AL,Premium,89.9,2026-01-13,Ativo
1535,Caleb Brito,Pastor Alegre,DF,Premium,89.9,2026-01-13,Ativo
1536,Bento Alves,Casa Grande de Peixoto,MG,Basico,39.9,2026-01-13,Ativo
1537,Kevin da Conceição,Cavalcante da Prata,AM,Premium,89.9,2026-01-13,Ativo
1538,Melissa Garcia,da Rocha dos Dourados,SE,Basico,39.9,2026-01-13,Ativo
1539,Isabela Alves,Costa dos Dourados,CE,Essencial,59.9,2026-01-13,Ativo
1540,João Lucas Silva,Caldeira das Pedras,RR,Essencial,59.9,2026-01-13,Ativo
1541,Clarice Pinto,Novaes do Norte,GO,Premium,89.9,2026-01-13,Ativo
1542,Dr. João Gabriel da Cruz,Moraes,TO,Essencial,59.9,2026-01-13,Ativo
1543,Asafe Nunes,Cirino do Amparo,SP,Premium,89.9,2026-01-13,Churn
1544,João Felipe Macedo,Carvalho,TO,Essencial,59.9,2026-01-13,Ativo
1545,Isabela Vargas,Costa,RS,Essencial,59.9,2026-01-13,Churn
1546,Sra. Isabel Barros,Cassiano de Siqueira,DF,Essencial,59.9,2026-01-13,Ativo
1547,Maria Fernandes,Nogueira,CE,Premium,89.9,2026-01-13,Ativo
1548,Sr. Danilo Sales,Oliveira,PR,Essencial,59.9,2026-01-13,Ativo
1549,Gael Nogueira,Viana de Cunha,SP,Premium,89.9,2026-01-13,Ativo
1550,Sr. Anthony Gabriel Carvalho,Pacheco Verde,AM,Basico,39.9,2026-01-13,Ativo
1551,Levi da Rocha,Andrade,RJ,Basico,39.9,2026-01-13,Ativo
1552,Maria Eduarda Pacheco,Abreu Alegre,PB,Premium,89.9,2026-01-13,Ativo
1553,Mathias Viana,Lopes,ES,Basico,39.9,2026-01-13,Ativo
1554,Rael da Mata,Viana,RR,Premium,89.9,2026-01-13,Ativo
1555,Lucca Oliveira,Andrade,PA,Premium,89.9,2026-01-13,Ativo
1556,Lara Correia,Porto do Oeste,PI,Basico,39.9,2026-01-13,Churn
1557,Kevin Montenegro,Monteiro de da Rocha,PI,Premium,89.9,2026-01-13,Ativo
1558,Davi Cavalcante,Marques,RO,Essencial,59.9,2026-01-13,Ativo
1559,Benício Carvalho,Costa de Aragão,RJ,Premium,89.9,2026-01-13,Ativo
1560,Luna Vieira,Carvalho de Minas,MT,Essencial,59.9,2026-01-13,Ativo
1561,Ana Júlia da Mata,Vasconcelos,AC,Basico,39.9,2026-01-13,Ativo
1562,Amanda Barros,Farias das Pedras,TO,Basico,39.9,2026-01-13,Ativo
1563,Joana Fogaça,Casa Grande,GO,Basico,39.9,2026-01-13,Ativo
1564,Valentina Casa Grande,Pereira,TO,Essencial,59.9,2026-01-13,Ativo
1565,Bianca Cassiano,Fernandes do Amparo,MT,Basico,39.9,2026-01-13,Ativo
1566,Murilo Camargo,Rocha Paulista,RN,Basico,39.9,2026-01-13,Ativo
1567,Otto Rezende,Brito do Galho,AC,Premium,89.9,2026-01-13,Ativo
1568,Liz Peixoto,Farias do Oeste,RS,Essencial,59.9,2026-01-13,Ativo
1569,Sofia Peixoto,Cirino,TO,Essencial,59.9,2026-01-13,Ativo
1570,Caio Moraes,Barbosa,MA,Basico,39.9,2026-01-13,Churn
1571,Eloah Sampaio,Martins do Campo,RR,Essencial,59.9,2026-01-13,Ativo
1572,Ana Lívia Duarte,Dias das Pedras,PI,Essencial,59.9,2026-01-13,Ativo
1573,Kamilly Montenegro,Sousa,ES,Essencial,59.9,2026-01-13,Ativo
1574,Diego Rocha,Lima de Rezende,RS,Basico,39.9,2026-01-13,Ativo
1575,Renan Pimenta,Moraes Verde,RN,Essencial,59.9,2026-01-13,Churn
1576,Mathias da Mota,Vargas,PR,Premium,89.9,2026-01-13,Ativo
1577,Mariane da Mata,Carvalho Verde,SE,Basico,39.9,2026-01-13,Churn
1578,Yan da Mata,Cavalcanti,GO,Essencial,59.9,2026-01-13,Ativo
1579,Liam da Conceição,Siqueira do Amparo,RS,Essencial,59.9,2026-01-13,Ativo
1580,Maysa da Costa,da Luz de Goiás,GO,Basico,39.9,2026-01-13,Ativo
1581,Léo Garcia,Vieira,GO,Premium,89.9,2026-01-13,Churn
1582,Dr. Otávio Nunes,Abreu,BA,Basico,39.9,2026-01-13,Ativo
1583,Rebeca Oliveira,da Conceição do Amparo,AL,Premium,89.9,2026-01-13,Ativo
1584,Srta. Allana Viana,Aparecida Alegre,AC,Premium,89.9,2026-01-13,Ativo
1585,Marcela Vargas,Ramos Verde,PI,Essencial,59.9,2026-01-13,Ativo
1586,Isabella Brito,Correia,AC,Essencial,59.9,2026-01-13,Churn
1587,Ana Luiza Sampaio,Aragão,RO,Basico,39.9,2026-01-13,Ativo
1588,Maitê Cassiano,Moura de Goiás,PE,Premium,89.9,2026-01-13,Ativo
1589,Dra. Hellena Sampaio,Caldeira,RR,Premium,89.9,2026-01-13,Ativo
1590,João Guilherme Andrade,da Rocha,AP,Basico,39.9,2026-01-13,Ativo
1591,Bento Machado,da Rocha,TO,Premium,89.9,2026-01-13,Ativo
1592,Sr. João Felipe da Costa,Novaes,CE,Basico,39.9,2026-01-13,Ativo
1593,Arthur Gabriel da Conceição,Correia das Flores,PB,Basico,39.9,2026-01-13,Ativo
1594,Anna Liz Cassiano,Lopes da Mata,AM,Premium,89.9,2026-01-13,Churn
1595,Luiza Correia,Moreira de Ramos,ES,Premium,89.9,2026-01-13,Churn
1596,João Gabriel Pimenta,Teixeira,TO,Essencial,59.9,2026-01-13,Ativo
1597,Gabriel Nogueira,Rios da Serra,DF,Basico,39.9,2026-01-13,Ativo
1598,Vinicius das Neves,Costa,BA,Basico,39.9,2026-01-13,Ativo
1599,Erick Nogueira,Duarte de Costela,PB,Basico,39.9,2026-01-13,Ativo
1600,Eduardo Novaes,Azevedo Paulista,RN,Basico,39.9,2026-01-13,Ativo
1601,Sr. Ian Ferreira,Vargas,PA,Premium,89.9,2026-01-13,Ativo
1602,Isabela Nunes,Marques de Sales,AM,Basico,39.9,2026-01-13,Ativo
1603,Sra. Bárbara da Rocha,Gomes,CE,Premium,89.9,2026-01-13,Churn
1604,Lucas Fernandes,Cunha,BA,Essencial,59.9,2026-01-13,Ativo
1605,Maria Fernanda Jesus,Campos,SP,Essencial,59.9,2026-01-13,Ativo
1606,Arthur Gabriel Ribeiro,Ramos,SC,Premium,89.9,2026-01-13,Churn
1607,Gabrielly Aragão,Machado,RR,Premium,89.9,2026-01-13,Churn
1608,Julia Farias,Andrade,RS,Essencial,59.9,2026-01-13,Churn
1609,Dra. Lunna Abreu,Vargas,MG,Premium,89.9,2026-01-13,Churn
1610,Sra. Júlia Novais,Farias,RN,Premium,89.9,2026-01-13,Churn
1611,Vitor Gabriel Porto,Abreu das Flores,AM,Essencial,59.9,2026-01-13,Ativo
1612,Dra. Allana Costa,Montenegro,RN,Essencial,59.9,2026-01-13,Churn
1613,Dr. Davi Lucca Câmara,Gomes Verde,TO,Basico,39.9,2026-01-13,Ativo
1614,Sabrina Souza,Barros,CE,Premium,89.9,2026-01-13,Ativo
1615,Gabrielly Mendes,Alves de Almeida,RO,Essencial,59.9,2026-01-13,Ativo
1616,Mirella Sales,Monteiro,TO,Basico,39.9,2026-01-13,Ativo
1617,Daniel Moreira,Fogaça Grande,PB,Basico,39.9,2026-01-13,Ativo
1618,Melissa Brito,Martins da Prata,RR,Basico,39.9,2026-01-13,Ativo
1619,Aylla da Luz,Cunha Grande,RR,Premium,89.9,2026-01-13,Ativo
1620,Maria Fernanda Garcia,da Paz de da Cruz,PE,Premium,89.9,2026-01-13,Ativo
1621,Ana Clara Lopes,Barbosa,CE,Basico,39.9,2026-01-13,Ativo
1622,Sra. Ana Clara da Paz,Farias,RO,Basico,39.9,2026-01-13,Ativo
1623,Matheus Castro,Rios de Correia,SP,Premium,89.9,2026-01-13,Ativo
1624,Dr. Luan Borges,Marques de Carvalho,MA,Premium,89.9,2026-01-13,Ativo
1625,Dra. Clarice Azevedo,Marques,PR,Premium,89.9,2026-01-13,Churn
1626,Lucas Marques,da Mata de Cavalcanti,CE,Basico,39.9,2026-01-13,Ativo
1627,Ana Carolina Ribeiro,Macedo,SE,Basico,39.9,2026-01-13,Ativo
1628,Diego Pires,Costa de Ferreira,TO,Basico,39.9,2026-01-13,Ativo
1629,Maysa Sampaio,Lima de Vasconcelos,CE,Premium,89.9,2026-01-13,Ativo
1630,Isabelly da Mota,das Neves Verde,DF,Basico,39.9,2026-01-13,Ativo
1631,Arthur Miguel Pinto,Gonçalves de Lima,PB,Basico,39.9,2026-01-13,Ativo
1632,Maria Fernanda Costa,da Mota,RO,Premium,89.9,2026-01-13,Ativo
1633,Enrico Machado,Leão de Pacheco,MT,Basico,39.9,2026-01-13,Ativo
1634,Bárbara Nogueira,Dias do Norte,GO,Essencial,59.9,2026-01-13,Ativo
1635,Enzo Gabriel da Mota,Gonçalves da Prata,ES,Basico,39.9,2026-01-13,Ativo
1636,Benício Rocha,Alves,AM,Premium,89.9,2026-01-13,Ativo
1637,Maria Fernanda Aragão,Monteiro,TO,Essencial,59.9,2026-01-13,Ativo
1638,Paulo Castro,Nunes,MS,Essencial,59.9,2026-01-13,Ativo
1639,Cauã Melo,Borges de Rodrigues,SE,Basico,39.9,2026-01-13,Ativo
1640,Isaac Cirino,Abreu,ES,Essencial,59.9,2026-01-13,Ativo
1641,Maria Julia Martins,Silveira,RN,Premium,89.9,2026-01-13,Churn
1642,Sr. Lucca Araújo,Moura do Oeste,PI,Essencial,59.9,2026-01-13,Ativo
1643,Sabrina Ramos,Rezende,RS,Premium,89.9,2026-01-13,Ativo
1644,Luana Sales,Silveira da Serra,AC,Essencial,59.9,2026-01-13,Ativo
1645,Alexandre Aragão,Jesus,AP,Premium,89.9,2026-01-13,Ativo
1646,José Macedo,Carvalho,PR,Premium,89.9,2026-01-13,Ativo
1647,Benício Sousa,Moraes do Galho,RS,Premium,89.9,2026-01-13,Ativo
1648,Ana Vitória Castro,Nunes,ES,Premium,89.9,2026-01-13,Ativo
1649,Olivia Melo,Novaes Paulista,RR,Essencial,59.9,2026-01-13,Ativo
1650,Dra. Ana Laura Pacheco,Silveira,AC,Essencial,59.9,2026-01-13,Ativo
1651,Benjamin Montenegro,Mendonça do Amparo,PR,Basico,39.9,2026-01-13,Churn
1652,Emanuella Marques,Martins,PB,Essencial,59.9,2026-01-13,Ativo
1653,Raul Garcia,Novaes das Flores,PR,Essencial,59.9,2026-01-13,Ativo
1654,Sr. José Farias,Nogueira de Aparecida,RR,Basico,39.9,2026-01-13,Churn
1655,Heitor Castro,Aparecida,MG,Basico,39.9,2026-01-13,Ativo
1656,Thiago Pereira,Silva Grande,AC,Essencial,59.9,2026-01-13,Ativo
1657,Alexia Fonseca,da Mata de Gonçalves,AC,Basico,39.9,2026-01-13,Ativo
1658,João Felipe Monteiro,Lima,MG,Basico,39.9,2026-01-13,Ativo
1659,Jade Cunha,Peixoto Grande,RR,Premium,89.9,2026-01-13,Ativo
1660,Dr. Gael Henrique Mendonça,Novaes,PE,Basico,39.9,2026-01-13,Ativo
1661,Luigi Azevedo,Nascimento das Flores,PB,Essencial,59.9,2026-01-13,Ativo
1662,Ayla Pereira,Sampaio,AM,Basico,39.9,2026-01-13,Ativo
1663,Milena Leão,Pastor de Nunes,AL,Premium,89.9,2026-01-13,Ativo
1664,Pedro Pires,Borges,CE,Premium,89.9,2026-01-13,Ativo
1665,Arthur Mendes,da Cunha de Freitas,MT,Basico,39.9,2026-01-13,Ativo
1666,Maria Helena Barbosa,Cavalcanti do Sul,GO,Basico,39.9,2026-01-13,Ativo
1667,Mirella Cavalcante,Araújo de Minas,AL,Premium,89.9,2026-01-13,Ativo
1668,Dante Duarte,da Costa de Viana,GO,Basico,39.9,2026-01-13,Ativo
1669,Dr. Breno Rios,Macedo de Goiás,MA,Basico,39.9,2026-01-13,Ativo
1670,Srta. Beatriz Jesus,Borges,ES,Essencial,59.9,2026-01-13,Ativo
1671,Davi Miguel Souza,da Mota,GO,Premium,89.9,2026-01-13,Ativo
1672,Maria Sophia Cavalcanti,Moura do Campo,RR,Basico,39.9,2026-01-13,Ativo
1673,Elisa da Rosa,Ferreira de Moreira,CE,Essencial,59.9,2026-01-13,Ativo
1674,Maria Alice Novais,Casa Grande dos Dourados,RR,Basico,39.9,2026-01-13,Ativo
1675,João Pedro Teixeira,Lima da Prata,MA,Essencial,59.9,2026-01-13,Ativo
1676,Sr. Luiz Gustavo Cirino,Sá,PA,Essencial,59.9,2026-01-13,Ativo
1677,Gabriel Vasconcelos,Araújo,ES,Basico,39.9,2026-01-13,Ativo
1678,Isabelly Sales,Marques da Serra,RR,Essencial,59.9,2026-01-13,Ativo
1679,Vinicius Caldeira,Macedo das Flores,AC,Premium,89.9,2026-01-13,Ativo
1680,Matheus Almeida,Ferreira,RJ,Essencial,59.9,2026-01-13,Ativo
1681,Emanuella Sales,Barros,RS,Essencial,59.9,2026-01-13,Ativo
1682,Maria Sophia Teixeira,Porto de Cassiano,MS,Premium,89.9,2026-01-13,Churn
1683,Lara Vasconcelos,Garcia,PI,Premium,89.9,2026-01-13,Ativo
1684,Maria Luísa da Cunha,Carvalho de Caldeira,RJ,Essencial,59.9,2026-01-13,Ativo
1685,Srta. Catarina Campos,Barbosa,AC,Essencial,59.9,2026-01-13,Ativo
1686,Fernando Alves,Almeida,RN,Basico,39.9,2026-01-13,Ativo
1687,Laís Alves,da Mota da Praia,PR,Essencial,59.9,2026-01-13,Ativo
1688,Mateus das Neves,Duarte de Minas,MA,Essencial,59.9,2026-01-13,Ativo
1689,Leonardo Cirino,Peixoto das Flores,RN,Basico,39.9,2026-01-13,Ativo
1690,Luísa Câmara,Freitas de Sales,PA,Basico,39.9,2026-01-13,Ativo
1691,Caio Porto,Mendonça de Goiás,CE,Premium,89.9,2026-01-13,Ativo
1692,Dra. Maria Fernanda Viana,Sampaio,MG,Basico,39.9,2026-01-13,Churn
1693,Dr. Benjamim Guerra,Dias de Goiás,RS,Basico,39.9,2026-01-13,Ativo
1694,Maria Eduarda Cardoso,Ferreira,DF,Premium,89.9,2026-01-13,Ativo
1695,Amanda Novais,Campos,AP,Essencial,59.9,2026-01-13,Ativo
1696,Josué da Conceição,Rezende das Pedras,GO,Premium,89.9,2026-01-13,Ativo
1697,Isabel Pires,Vargas de Dias,MG,Premium,89.9,2026-01-13,Ativo
1698,Maria Luiza Viana,Alves,AM,Essencial,59.9,2026-01-13,Ativo
1699,Bárbara Carvalho,da Rocha Paulista,AM,Basico,39.9,2026-01-13,Ativo
1700,Valentim Campos,Campos de Goiás,MG,Premium,89.9,2026-01-13,Ativo
1701,Sr. Gael Henrique Melo,Fonseca,AP,Premium,89.9,2026-01-13,Ativo
1702,João Gabriel Cassiano,da Conceição,DF,Essencial,59.9,2026-01-13,Churn
1703,Sr. Enzo Gabriel da Rocha,Teixeira da Serra,GO,Essencial,59.9,2026-01-13,Ativo
1704,Fernando das Neves,Martins,AC,Premium,89.9,2026-01-13,Ativo
1705,Liam Cavalcanti,Cavalcanti,SC,Essencial,59.9,2026-01-13,Ativo
1706,Ana Carolina Ribeiro,Porto do Norte,BA,Basico,39.9,2026-01-13,Churn
1707,Heloisa Gomes,Cavalcanti,PR,Basico,39.9,2026-01-13,Ativo
1708,Matteo Machado,Moura,PI,Premium,89.9,2026-01-13,Ativo
1709,Otávio da Conceição,Nunes de Caldeira,CE,Premium,89.9,2026-01-13,Ativo
1710,Pedro Henrique Pires,da Conceição,RO,Basico,39.9,2026-01-13,Ativo
1711,Diogo Pires,Lima do Galho,GO,Basico,39.9,2026-01-13,Ativo
1712,Laís Dias,Gomes das Flores,RO,Basico,39.9,2026-01-13,Ativo
1713,Ana Julia Machado,Freitas,AP,Basico,39.9,2026-01-13,Ativo
1714,Sabrina Lopes,Cunha da Mata,RS,Basico,39.9,2026-01-13,Ativo
1715,Sophia Araújo,Cavalcanti,AC,Basico,39.9,2026-01-13,Ativo
1716,Ísis Cassiano,da Mata Grande,GO,Basico,39.9,2026-01-13,Ativo
1717,Olívia Montenegro,Porto,RR,Premium,89.9,2026-01-13,Ativo
1718,João Guilherme Aparecida,Sousa,AM,Basico,39.9,2026-01-13,Ativo
1719,Sra. Nina Oliveira,Dias de Monteiro,MA,Basico,39.9,2026-01-13,Churn
1720,Sr. Lucas Nogueira,Moraes,PB,Basico,39.9,2026-01-13,Ativo
1721,Enrico Moura,Vargas,CE,Basico,39.9,2026-01-13,Ativo
1722,Melissa Castro,Gonçalves,PI,Essencial,59.9,2026-01-13,Ativo
1723,Nicolas da Rocha,Martins,AM,Premium,89.9,2026-01-13,Ativo
1724,Luiza Monteiro,Sousa do Oeste,PB,Essencial,59.9,2026-01-13,Ativo
1725,Mariane Silveira,Fonseca do Amparo,PR,Essencial,59.9,2026-01-13,Ativo
1726,Dr. Josué Aragão,Freitas,SE,Premium,89.9,2026-01-13,Ativo
1727,Erick Lima,da Rocha,ES,Basico,39.9,2026-01-13,Ativo
1728,Dra. Isabelly Sá,Marques das Pedras,MS,Basico,39.9,2026-01-13,Ativo
1729,Maria Casa Grande,Peixoto,RS,Premium,89.9,2026-01-13,Ativo
1730,Maria Liz Ribeiro,Andrade,BA,Essencial,59.9,2026-01-13,Ativo
1731,Srta. Luara Farias,Pinto do Amparo,AM,Basico,39.9,2026-01-13,Churn
1732,Sara Siqueira,Oliveira,AP,Basico,39.9,2026-01-13,Ativo
1733,Daniel Monteiro,Nogueira,ES,Basico,39.9,2026-01-13,Ativo
1734,Rhavi Marques,Almeida,SC,Premium,89.9,2026-01-13,Ativo
1735,Erick Castro,Costela do Sul,PE,Premium,89.9,2026-01-13,Ativo
1736,Sr. Vinicius Ramos,da Mota dos Dourados,PE,Essencial,59.9,2026-01-13,Ativo
1737,Dr. Eduardo Correia,da Conceição,PB,Basico,39.9,2026-01-13,Churn
1738,Maria Luiza Lima,Castro,PE,Essencial,59.9,2026-01-13,Ativo
1739,Sra. Ana Marques,Lopes,AP,Premium,89.9,2026-01-13,Ativo
1740,Rhavi Caldeira,Moura da Mata,MT,Basico,39.9,2026-01-13,Churn
1741,Luiz Gustavo da Mata,Camargo,RN,Essencial,59.9,2026-01-13,Ativo
1742,Luana Azevedo,Siqueira,PB,Essencial,59.9,2026-01-13,Ativo
1743,Arthur Miguel Santos,Câmara,SE,Basico,39.9,2026-01-13,Ativo
1744,Sr. Arthur Gabriel Mendes,da Conceição das Flores,SP,Essencial,59.9,2026-01-13,Ativo
1745,Sabrina Ferreira,da Cruz,MT,Premium,89.9,2026-01-13,Ativo
1746,Jade Nunes,Rios Paulista,RJ,Premium,89.9,2026-01-13,Ativo
1747,Juliana Brito,Garcia de Goiás,AL,Premium,89.9,2026-01-13,Churn
1748,Alana Pereira,Barros,RR,Premium,89.9,2026-01-13,Ativo
1749,Dr. João Miguel Cassiano,Barros da Serra,RS,Essencial,59.9,2026-01-13,Ativo
1750,Mariane Casa Grande,Costela de Monteiro,CE,Essencial,59.9,2026-01-13,Ativo
1751,Gabriela Azevedo,Lopes,AM,Premium,89.9,2026-01-13,Ativo
1752,Amanda Duarte,Silveira,PI,Basico,39.9,2026-01-13,Ativo
1753,Eduarda Montenegro,da Cruz Verde,BA,Premium,89.9,2026-01-13,Churn
1754,Sr. Lucas Gabriel Machado,Mendonça de Camargo,MG,Premium,89.9,2026-01-13,Ativo
1755,Caleb Santos,Pires,AP,Essencial,59.9,2026-01-13,Ativo
1756,Luan Aparecida,Duarte,PB,Basico,39.9,2026-01-13,Ativo
1757,Srta. Mariane da Mata,Ribeiro,ES,Basico,39.9,2026-01-13,Ativo
1758,Breno Pimenta,Santos,BA,Essencial,59.9,2026-01-13,Ativo
1759,Sra. Maria Flor da Cruz,Nogueira das Pedras,PE,Essencial,59.9,2026-01-13,Ativo
1760,Augusto Melo,Carvalho de Sá,MT,Premium,89.9,2026-01-13,Ativo
1761,Liz Ribeiro,da Paz,BA,Premium,89.9,2026-01-13,Ativo
1762,Ágatha Costa,da Mata,MT,Premium,89.9,2026-01-13,Ativo
